
-0.01374400	4.96000000
-0.01374300	4.96000000
-0.01374200	5.04000000
-0.01374100	5.04000000
-0.01374000	4.96000000
-0.01373900	4.96000000
-0.01373800	5.04000000
-0.01373700	5.04000000
-0.01373600	4.96000000
-0.01373500	4.96000000
-0.01373400	5.04000000
-0.01373300	5.04000000
-0.01373200	4.96000000
-0.01373100	4.96000000
-0.01373000	5.04000000
-0.01372900	5.04000000
-0.01372800	4.96000000
-0.01372700	4.96000000
-0.01372600	5.04000000
-0.01372500	5.04000000
-0.01372400	4.96000000
-0.01372300	4.96000000
-0.01372200	5.04000000
-0.01372100	5.04000000
-0.01372000	4.96000000
-0.01371900	4.96000000
-0.01371800	5.04000000
-0.01371700	5.04000000
-0.01371600	4.96000000
-0.01371500	4.96000000
-0.01371400	5.04000000
-0.01371300	5.04000000
-0.01371200	4.96000000
-0.01371100	4.96000000
-0.01371000	5.04000000
-0.01370900	5.04000000
-0.01370800	4.96000000
-0.01370700	4.96000000
-0.01370600	5.04000000
-0.01370500	5.04000000
-0.01370400	4.80000000
-0.01370300	4.96000000
-0.01370200	4.88000000
-0.01370100	4.80000000
-0.01370000	4.80000000
-0.01369900	4.80000000
-0.01369800	4.56000000
-0.01369700	4.56000000
-0.01369600	4.40000000
-0.01369500	4.40000000
-0.01369400	4.40000000
-0.01369300	4.24000000
-0.01369200	4.16000000
-0.01369100	4.00000000
-0.01369000	3.92000000
-0.01368900	3.84000000
-0.01368800	3.68000000
-0.01368700	3.52000000
-0.01368600	3.44000000
-0.01368500	3.28000000
-0.01368400	3.12000000
-0.01368300	2.96000000
-0.01368200	2.88000000
-0.01368100	2.72000000
-0.01368000	2.48000000
-0.01367900	2.40000000
-0.01367800	2.16000000
-0.01367700	2.08000000
-0.01367600	1.84000000
-0.01367500	1.60000000
-0.01367400	1.44000000
-0.01367300	1.28000000
-0.01367200	1.12000000
-0.01367100	0.88000000
-0.01367000	0.80000000
-0.01366900	0.56000000
-0.01366800	0.24000000
-0.01366700	0.16000000
-0.01366600	-0.08000000
-0.01366500	-0.24000000
-0.01366400	-0.40000000
-0.01366300	-0.72000000
-0.01366200	-0.88000000
-0.01366100	-1.04000000
-0.01366000	-1.36000000
-0.01365900	-1.36000000
-0.01365800	-1.68000000
-0.01365700	-1.92000000
-0.01365600	-2.16000000
-0.01365500	-2.40000000
-0.01365400	-2.48000000
-0.01365300	-2.64000000
-0.01365200	-2.88000000
-0.01365100	-3.04000000
-0.01365000	-3.20000000
-0.01364900	-3.36000000
-0.01364800	-3.44000000
-0.01364700	-3.68000000
-0.01364600	-3.84000000
-0.01364500	-4.00000000
-0.01364400	-4.16000000
-0.01364300	-4.32000000
-0.01364200	-4.40000000
-0.01364100	-4.64000000
-0.01364000	-4.72000000
-0.01363900	-4.88000000
-0.01363800	-4.96000000
-0.01363700	-5.04000000
-0.01363600	-5.12000000
-0.01363500	-5.28000000
-0.01363400	-5.28000000
-0.01363300	-5.44000000
-0.01363200	-5.44000000
-0.01363100	-5.60000000
-0.01363000	-5.60000000
-0.01362900	-5.76000000
-0.01362800	-5.76000000
-0.01362700	-5.76000000
-0.01362600	-5.92000000
-0.01362500	-5.92000000
-0.01362400	-5.92000000
-0.01362300	-5.92000000
-0.01362200	-5.92000000
-0.01362100	-5.92000000
-0.01362000	-5.92000000
-0.01361900	-5.92000000
-0.01361800	-5.84000000
-0.01361700	-5.76000000
-0.01361600	-5.76000000
-0.01361500	-5.68000000
-0.01361400	-5.68000000
-0.01361300	-5.60000000
-0.01361200	-5.60000000
-0.01361100	-5.44000000
-0.01361000	-5.36000000
-0.01360900	-5.28000000
-0.01360800	-5.28000000
-0.01360700	-5.12000000
-0.01360600	-4.96000000
-0.01360500	-4.96000000
-0.01360400	-4.80000000
-0.01360300	-4.64000000
-0.01360200	-4.56000000
-0.01360100	-4.40000000
-0.01360000	-4.32000000
-0.01359900	-4.08000000
-0.01359800	-4.00000000
-0.01359700	-3.84000000
-0.01359600	-3.68000000
-0.01359500	-3.52000000
-0.01359400	-3.36000000
-0.01359300	-3.20000000
-0.01359200	-3.04000000
-0.01359100	-2.80000000
-0.01359000	-2.64000000
-0.01358900	-2.48000000
-0.01358800	-2.24000000
-0.01358700	-2.08000000
-0.01358600	-1.84000000
-0.01358500	-1.68000000
-0.01358400	-1.52000000
-0.01358300	-1.28000000
-0.01358200	-1.04000000
-0.01358100	-0.88000000
-0.01358000	-0.72000000
-0.01357900	-0.40000000
-0.01357800	-0.24000000
-0.01357700	-0.08000000
-0.01357600	0.16000000
-0.01357500	0.32000000
-0.01357400	0.56000000
-0.01357300	0.72000000
-0.01357200	0.88000000
-0.01357100	1.04000000
-0.01357000	1.20000000
-0.01356900	1.44000000
-0.01356800	1.60000000
-0.01356700	1.84000000
-0.01356600	1.92000000
-0.01356500	2.16000000
-0.01356400	2.32000000
-0.01356300	2.48000000
-0.01356200	2.64000000
-0.01356100	2.72000000
-0.01356000	2.88000000
-0.01355900	3.04000000
-0.01355800	3.12000000
-0.01355700	3.36000000
-0.01355600	3.44000000
-0.01355500	3.60000000
-0.01355400	3.68000000
-0.01355300	3.76000000
-0.01355200	3.92000000
-0.01355100	4.00000000
-0.01355000	4.08000000
-0.01354900	4.16000000
-0.01354800	4.24000000
-0.01354700	4.40000000
-0.01354600	4.40000000
-0.01354500	4.48000000
-0.01354400	4.56000000
-0.01354300	4.72000000
-0.01354200	4.80000000
-0.01354100	4.72000000
-0.01354000	4.80000000
-0.01353900	4.88000000
-0.01353800	4.96000000
-0.01353700	4.88000000
-0.01353600	4.88000000
-0.01353500	4.88000000
-0.01353400	4.88000000
-0.01353300	4.80000000
-0.01353200	4.80000000
-0.01353100	4.80000000
-0.01353000	4.80000000
-0.01352900	4.80000000
-0.01352800	4.80000000
-0.01352700	4.72000000
-0.01352600	4.56000000
-0.01352500	4.48000000
-0.01352400	4.40000000
-0.01352300	4.40000000
-0.01352200	4.32000000
-0.01352100	4.24000000
-0.01352000	4.16000000
-0.01351900	4.08000000
-0.01351800	4.00000000
-0.01351700	3.92000000
-0.01351600	3.92000000
-0.01351500	3.76000000
-0.01351400	3.68000000
-0.01351300	3.60000000
-0.01351200	3.44000000
-0.01351100	3.44000000
-0.01351000	3.28000000
-0.01350900	3.20000000
-0.01350800	3.04000000
-0.01350700	2.88000000
-0.01350600	2.80000000
-0.01350500	2.64000000
-0.01350400	2.56000000
-0.01350300	2.40000000
-0.01350200	2.32000000
-0.01350100	2.16000000
-0.01350000	2.08000000
-0.01349900	1.92000000
-0.01349800	1.84000000
-0.01349700	1.68000000
-0.01349600	1.60000000
-0.01349500	1.52000000
-0.01349400	1.36000000
-0.01349300	1.20000000
-0.01349200	1.04000000
-0.01349100	0.96000000
-0.01349000	0.80000000
-0.01348900	0.72000000
-0.01348800	0.56000000
-0.01348700	0.48000000
-0.01348600	0.40000000
-0.01348500	0.24000000
-0.01348400	0.24000000
-0.01348300	0.08000000
-0.01348200	-0.08000000
-0.01348100	-0.16000000
-0.01348000	-0.24000000
-0.01347900	-0.40000000
-0.01347800	-0.40000000
-0.01347700	-0.64000000
-0.01347600	-0.72000000
-0.01347500	-0.80000000
-0.01347400	-0.88000000
-0.01347300	-1.04000000
-0.01347200	-1.04000000
-0.01347100	-1.20000000
-0.01347000	-1.20000000
-0.01346900	-1.28000000
-0.01346800	-1.36000000
-0.01346700	-1.60000000
-0.01346600	-1.60000000
-0.01346500	-1.76000000
-0.01346400	-1.76000000
-0.01346300	-1.76000000
-0.01346200	-1.84000000
-0.01346100	-1.92000000
-0.01346000	-2.08000000
-0.01345900	-2.08000000
-0.01345800	-2.16000000
-0.01345700	-2.16000000
-0.01345600	-2.24000000
-0.01345500	-2.32000000
-0.01345400	-2.40000000
-0.01345300	-2.40000000
-0.01345200	-2.40000000
-0.01345100	-2.40000000
-0.01345000	-2.48000000
-0.01344900	-2.56000000
-0.01344800	-2.56000000
-0.01344700	-2.56000000
-0.01344600	-2.56000000
-0.01344500	-2.64000000
-0.01344400	-2.72000000
-0.01344300	-2.64000000
-0.01344200	-2.72000000
-0.01344100	-2.72000000
-0.01344000	-2.72000000
-0.01343900	-2.72000000
-0.01343800	-2.72000000
-0.01343700	-2.72000000
-0.01343600	-2.80000000
-0.01343500	-2.80000000
-0.01343400	-2.72000000
-0.01343300	-2.72000000
-0.01343200	-2.80000000
-0.01343100	-2.80000000
-0.01343000	-2.72000000
-0.01342900	-2.72000000
-0.01342800	-2.72000000
-0.01342700	-2.80000000
-0.01342600	-2.72000000
-0.01342500	-2.72000000
-0.01342400	-2.72000000
-0.01342300	-2.72000000
-0.01342200	-2.72000000
-0.01342100	-2.72000000
-0.01342000	-2.64000000
-0.01341900	-2.64000000
-0.01341800	-2.56000000
-0.01341700	-2.56000000
-0.01341600	-2.56000000
-0.01341500	-2.56000000
-0.01341400	-2.56000000
-0.01341300	-2.48000000
-0.01341200	-2.48000000
-0.01341100	-2.40000000
-0.01341000	-2.40000000
-0.01340900	-2.40000000
-0.01340800	-2.24000000
-0.01340700	-2.24000000
-0.01340600	-2.24000000
-0.01340500	-2.16000000
-0.01340400	-2.16000000
-0.01340300	-2.16000000
-0.01340200	-2.08000000
-0.01340100	-2.00000000
-0.01340000	-1.92000000
-0.01339900	-1.92000000
-0.01339800	-1.92000000
-0.01339700	-1.76000000
-0.01339600	-1.76000000
-0.01339500	-1.76000000
-0.01339400	-1.60000000
-0.01339300	-1.52000000
-0.01339200	-1.36000000
-0.01339100	-1.36000000
-0.01339000	-1.36000000
-0.01338900	-1.36000000
-0.01338800	-1.20000000
-0.01338700	-1.04000000
-0.01338600	-1.04000000
-0.01338500	-0.96000000
-0.01338400	-0.96000000
-0.01338300	-0.80000000
-0.01338200	-0.72000000
-0.01338100	-0.72000000
-0.01338000	-0.56000000
-0.01337900	-0.48000000
-0.01337800	-0.40000000
-0.01337700	-0.40000000
-0.01337600	-0.32000000
-0.01337500	-0.16000000
-0.01337400	-0.08000000
-0.01337300	-0.08000000
-0.01337200	0.08000000
-0.01337100	0.16000000
-0.01337000	0.16000000
-0.01336900	0.24000000
-0.01336800	0.40000000
-0.01336700	0.48000000
-0.01336600	0.56000000
-0.01336500	0.56000000
-0.01336400	0.72000000
-0.01336300	0.80000000
-0.01336200	0.88000000
-0.01336100	0.96000000
-0.01336000	1.04000000
-0.01335900	1.20000000
-0.01335800	1.28000000
-0.01335700	1.36000000
-0.01335600	1.36000000
-0.01335500	1.52000000
-0.01335400	1.60000000
-0.01335300	1.68000000
-0.01335200	1.76000000
-0.01335100	1.84000000
-0.01335000	1.84000000
-0.01334900	2.00000000
-0.01334800	2.08000000
-0.01334700	2.16000000
-0.01334600	2.16000000
-0.01334500	2.24000000
-0.01334400	2.40000000
-0.01334300	2.40000000
-0.01334200	2.48000000
-0.01334100	2.56000000
-0.01334000	2.64000000
-0.01333900	2.64000000
-0.01333800	2.80000000
-0.01333700	2.80000000
-0.01333600	2.88000000
-0.01333500	2.96000000
-0.01333400	2.96000000
-0.01333300	3.04000000
-0.01333200	3.12000000
-0.01333100	3.12000000
-0.01333000	3.12000000
-0.01332900	3.12000000
-0.01332800	3.20000000
-0.01332700	3.20000000
-0.01332600	3.28000000
-0.01332500	3.28000000
-0.01332400	3.36000000
-0.01332300	3.36000000
-0.01332200	3.36000000
-0.01332100	3.36000000
-0.01332000	3.44000000
-0.01331900	3.36000000
-0.01331800	3.36000000
-0.01331700	3.36000000
-0.01331600	3.36000000
-0.01331500	3.36000000
-0.01331400	3.36000000
-0.01331300	3.28000000
-0.01331200	3.28000000
-0.01331100	3.28000000
-0.01331000	3.12000000
-0.01330900	3.12000000
-0.01330800	3.12000000
-0.01330700	3.04000000
-0.01330600	3.04000000
-0.01330500	2.96000000
-0.01330400	2.88000000
-0.01330300	2.80000000
-0.01330200	2.80000000
-0.01330100	2.64000000
-0.01330000	2.64000000
-0.01329900	2.48000000
-0.01329800	2.40000000
-0.01329700	2.32000000
-0.01329600	2.16000000
-0.01329500	2.16000000
-0.01329400	2.08000000
-0.01329300	2.00000000
-0.01329200	1.84000000
-0.01329100	1.76000000
-0.01329000	1.68000000
-0.01328900	1.52000000
-0.01328800	1.44000000
-0.01328700	1.36000000
-0.01328600	1.20000000
-0.01328500	1.12000000
-0.01328400	0.88000000
-0.01328300	0.72000000
-0.01328200	0.72000000
-0.01328100	0.56000000
-0.01328000	0.32000000
-0.01327900	0.24000000
-0.01327800	0.16000000
-0.01327700	0.00000000
-0.01327600	-0.16000000
-0.01327500	-0.24000000
-0.01327400	-0.40000000
-0.01327300	-0.56000000
-0.01327200	-0.80000000
-0.01327100	-0.88000000
-0.01327000	-1.04000000
-0.01326900	-1.12000000
-0.01326800	-1.36000000
-0.01326700	-1.60000000
-0.01326600	-1.68000000
-0.01326500	-1.84000000
-0.01326400	-2.08000000
-0.01326300	-2.16000000
-0.01326200	-2.24000000
-0.01326100	-2.40000000
-0.01326000	-2.56000000
-0.01325900	-2.72000000
-0.01325800	-2.88000000
-0.01325700	-3.04000000
-0.01325600	-3.12000000
-0.01325500	-3.20000000
-0.01325400	-3.36000000
